,0,1,2,3,4,5,6,7,8,9
0,0.0050237337,0.014307363,0.9609211,8.649262e-06,9.098746e-05,0.010235314,0.00015604518,1.5113423e-05,0.009235303,6.254153e-06
1,0.011990169,0.013771145,0.038137946,0.0009685158,0.04458346,0.029869357,0.11296506,0.0013628908,0.7422057,0.00414584
2,0.9868146,0.00072112185,1.2406669e-05,6.8898444e-05,0.009437184,0.00011717717,0.0012468076,0.001488466,1.4828376e-07,9.31747e-05
3,0.9985563,0.0014239877,1.4214051e-05,4.5917197e-08,4.9938235e-06,2.1639128e-08,3.6202192e-07,8.313928e-08,5.2639204e-12,4.9130473e-09
4,0.9999957,4.2393526e-06,5.7797606e-10,2.341801e-13,2.8800456e-10,9.551281e-15,5.2973737e-11,3.734189e-12,7.642801e-21,3.3619222e-14
5,0.038521376,4.626997e-06,4.4004746e-06,5.044274e-06,0.002117386,0.005409828,0.0032953117,0.9463632,6.730341e-06,0.0042720498
6,0.7662797,0.018653192,0.0018692815,0.0105227595,0.15166222,0.012265907,0.026848927,0.0037832595,0.00044984257,0.0076648686
7,0.98298866,3.0480795e-05,1.7612579e-06,1.4063281e-06,0.00059496425,3.586901e-05,0.00023900876,0.016084716,3.869365e-09,2.3211e-05
8,0.98226446,0.0018583128,2.6800142e-05,0.00024080297,0.012827794,7.54038e-05,0.0019911267,0.00048751093,4.223087e-07,0.00022756669
9,0.014784316,0.9835563,0.0011655295,0.00011304911,1.03504835e-05,2.1557648e-06,0.00036297788,1.5509477e-07,4.94727e-06,3.8073432e-07
10,0.8997897,0.022476487,0.00035398832,0.001498993,0.047047544,0.0003896091,0.02430942,0.0016649857,2.8592567e-05,0.0024407913
11,0.018220149,0.0017471474,0.00049941934,0.015408802,0.014998171,0.0292172,0.21619076,0.039286345,0.023342455,0.64108956
12,0.99985945,0.00013967071,3.319948e-07,1.305764e-09,5.6892215e-08,6.4658716e-11,4.306764e-07,1.0923044e-08,2.5865628e-14,2.642827e-09
13,0.012315767,0.0003997363,0.00010176806,0.006856566,0.034255743,0.055841733,0.1285285,0.09777019,0.0060646157,0.6578654
14,0.001085716,0.00040284262,4.6077858e-08,0.9980179,3.150304e-05,0.00033631583,4.7649854e-05,3.0214103e-08,2.284055e-07,7.765013e-05
15,0.58608156,0.006730714,0.0006340153,0.0053495304,0.31104875,0.022526702,0.026576022,0.031547394,0.0002857893,0.009219438
16,0.009818352,0.026471741,0.9551473,5.884039e-06,0.00014499536,0.0047563035,0.00016243727,1.10305755e-05,0.0034767888,5.0728813e-06
17,1.0,2.105835e-09,9.619805e-16,8.717288e-26,1.6036269e-21,5.755135e-28,1.2856445e-20,1.6705061e-22,0.0,2.405027e-27
18,0.061433997,0.053269584,0.45207575,0.0011551597,0.053853348,0.10449463,0.027544921,0.002591297,0.24077559,0.0028057573
19,0.07744387,0.92251086,5.496391e-06,2.4194514e-06,6.686518e-07,2.5461205e-10,3.6716683e-05,1.6271048e-09,8.56028e-11,2.9793876e-09
20,0.00012971937,0.9998636,6.117743e-06,1.5546908e-09,9.4160435e-12,1.6838999e-13,5.914088e-07,7.9155114e-14,1.612676e-11,1.4102395e-13
21,0.26045915,0.0054897093,0.0006782277,0.0040890607,0.17684332,0.010225695,0.32959828,0.05296894,0.004016058,0.15563162
22,0.9912621,0.0012262914,1.6334085e-05,0.00033561874,0.0054885815,7.195859e-05,0.0010601894,0.00038979025,1.571301e-07,0.00014906825
23,0.9648726,0.006143409,0.00020208678,0.0011183664,0.005178242,0.00060825056,0.012280363,0.007828231,6.8172103e-06,0.0017615157
24,0.998094,0.0006781917,1.456328e-05,1.0562748e-05,0.00028377326,1.597622e-05,0.00027497165,0.0005942385,7.747777e-09,3.3828623e-05
25,0.6387303,0.13989916,0.0014974589,0.09209709,0.09031599,0.0074969335,0.025194146,0.00067263783,0.00032130777,0.0037749563
26,0.044096857,0.086650945,0.3167975,0.0065916446,0.020001607,0.22696729,0.031317793,0.0034966802,0.2593147,0.004765002
27,0.010250496,1.0396928e-06,1.2980728e-06,1.7359749e-06,0.00027359993,0.0016966761,0.0029271026,0.97584563,6.3438315e-06,0.008995987
28,0.13493708,0.00013452323,0.00010437965,0.00016462839,0.0360722,0.029794922,0.015385969,0.76648015,0.00016786164,0.01675827
29,0.9995497,8.076247e-05,7.513609e-07,1.7121955e-06,8.6388056e-05,7.460921e-07,0.00011875538,0.00015403963,3.3101363e-10,7.167161e-06
30,0.24068017,0.024511911,0.000106861124,0.66142726,0.040999882,0.0057158647,0.017351242,0.00019907516,0.00012059006,0.008887079
